artwork,imageUrl,caption,g
https://w3id.org/spice/imma/documentation/mary-scott-head-of-girl,https://imma.ie/wp-content/uploads/2018/11/1652.jpg,"William Scott, Mary Scott (Head of Girl), 1943, Gouache and watercolour, 49.5 x 33.6 cm, Collection Irish Museum of Modern Art, Heritage Gift from the McClelland Collection by Noel and Anne Marie Smyth, 2003 ",artworks/mary-scott-head-of-girl.jsonld
https://w3id.org/spice/imma/documentation/the-church,https://imma.ie/wp-content/uploads/2018/11/5082.jpg,"James Enyeart, The Church, 1973, Time-lapse photograph, 20.1 x 25.2 cm Framed: 39 x 42.5 cm, Collection Irish Museum of Modern Art, Donation, Novak/O'Doherty Collection, 2015 ",artworks/the-church.jsonld
https://w3id.org/spice/imma/documentation/the-troubles-an-artists-document-of-ulster-20,https://imma.ie/wp-content/uploads/2018/11/5664.jpg,"Les Levine, The Troubles: an Artist’s Document of Ulster, 1972, Archival cibachrome, 27.9 x 35.6 cm, Collection Irish Museum of Modern Art, Donated by the artist in memory of his parents Muriel McMahon and Charles Levine, 2010 ",artworks/the-troubles-an-artists-document-of-ulster-20.jsonld
https://w3id.org/spice/imma/documentation/off-to-the-west,https://imma.ie/wp-content/uploads/2018/11/3496.jpg,"Camille Souter, Off to the West, 1964, Oil on paper, 57 x 80 cm, Collection Irish Museum of Modern Art, Heritage Gift by the Bank of Ireland from the Bank of Ireland collection, 2008 ",artworks/off-to-the-west.jsonld
https://w3id.org/spice/imma/documentation/freeing-the-voice,https://imma.ie/wp-content/uploads/2018/11/851.jpg,"Marina Abramović, Freeing the Voice, 1975, Framed black and white photograph with framed letter press text panel, Image framed 75.6 x 100.3 cm Text framed 26 x 18.4 cm, Collection Irish Museum of Modern Art, Purchase, 1995 ",artworks/freeing-the-voice.jsonld
https://w3id.org/spice/imma/documentation/dulce-et-decorum-est,https://imma.ie/wp-content/uploads/2021/09/301.jpg,"John Kindness, Dulce et Decorum est…, 1990, Etched painted steel, 153 x 163 cm, Collection Irish Museum of Modern Art, Purchase, 1991 ",artworks/dulce-et-decorum-est.jsonld
https://w3id.org/spice/imma/documentation/city,https://imma.ie/wp-content/uploads/2018/11/5210.jpg,"Constantino Nivola, City, 1975, Lithograph with silkscreen, 76.2 x 56 cm, Collection Irish Museum of Modern Art, Donation, Novak/O'Doherty Collection, 2015 ",artworks/city.jsonld
https://w3id.org/spice/imma/documentation/woman-sitting-chamber-street,https://imma.ie/wp-content/uploads/2018/11/5365.jpg,"Nevill Johnson, Woman Sitting, Chamber Street, 1952, Selenium toned gelatin silver prints, 27 x 34 cm, Collection Irish Museum of Modern Art, Acquired with the assistance of the Friends of the National Collections of Ireland, 2010 ",artworks/woman-sitting-chamber-street.jsonld
https://w3id.org/spice/imma/documentation/headland,https://imma.ie/wp-content/uploads/2018/11/703.jpg,"Patrick Collins, Headland, 1980, Oil on hardboard, 92 x 123.3 cm Framed: 104 x 135.5 x 10 cm, Collection Irish Museum of Modern Art, Gordon Lambert Trust, 1992 ",artworks/headland.jsonld
https://w3id.org/spice/imma/documentation/bandaging,https://imma.ie/wp-content/uploads/2018/11/230.jpg,"Cecily Brennan, Bandaging, 2005, Watercolour on paper, 75 x 55 cm, Collection Irish Museum of Modern Art, Purchase, 2006 ",artworks/bandaging.jsonld
https://w3id.org/spice/imma/documentation/blue-office,https://imma.ie/wp-content/uploads/2018/11/3576.jpg,"Noel Sheridan, Blue Office, 1967, Acrylic, 92 x 92 cm, Collection Irish Museum of Modern Art, Heritage Gift, 2002 ",artworks/blue-office.jsonld
https://w3id.org/spice/imma/documentation/seabird-on-the-shore-1962,https://imma.ie/wp-content/uploads/2018/11/1363.jpg,"Elizabeth Rivers, Seabird on the Shore, 1962, 1962, Oil on board, 65 x 75 cm, Collection Irish Museum of Modern Art, Heritage Gift from the McClelland Collection by Noel and Anne Marie Smyth, 2003 ",artworks/seabird-on-the-shore-1962.jsonld
https://w3id.org/spice/imma/documentation/the-troubles-an-artists-document-of-ulster-32,https://imma.ie/wp-content/uploads/2018/11/5676.jpg,"Les Levine, The Troubles: an Artist’s Document of Ulster, 1972, Archival cibachrome, 27.9 x 35.6 cm, Collection Irish Museum of Modern Art, Donated by the artist in memory of his parents Muriel McMahon and Charles Levine, 2010 ",artworks/the-troubles-an-artists-document-of-ulster-32.jsonld
https://w3id.org/spice/imma/documentation/on-inis-mor-ii,https://imma.ie/wp-content/uploads/2019/03/251.jpg,"Gwen O'Dowd, On Inis Mor II, 1992, Oil on paper, 70 x 98 cm Framed: 98 x 127 cm, Collection Irish Museum of Modern Art, Purchase, 1993 ",artworks/on-inis-mor-ii.jsonld
https://w3id.org/spice/imma/documentation/untitled-84,https://imma.ie/wp-content/uploads/2020/03/1995.jpg,"Leopoldo Novoa, Untitled, 1981, Pencil, gouache, string, 47 x 62.5 cm, Collection Irish Museum of Modern Art, Gordon Lambert Trust, 1992 ",artworks/untitled-84.jsonld
https://w3id.org/spice/imma/documentation/untitled-17,https://imma.ie/wp-content/uploads/2020/02/1742.jpg,"Patrick Michael Fitzgerald, Untitled, 2003, Pencil and coloured pencil on paper, 29 x 23 cm, Collection Irish Museum of Modern Art, Purchase, 2005 ",artworks/untitled-17.jsonld
https://w3id.org/spice/imma/documentation/short-strand,https://imma.ie/wp-content/uploads/2021/07/9511.jpg,"Sandra Johnston, Short Strand, 2000, video, Collection Irish Museum of Modern Art, Purchase, 2021, 2021 ",artworks/short-strand.jsonld
https://w3id.org/spice/imma/documentation/crucifixion,https://imma.ie/wp-content/uploads/2018/11/2235.jpg,"Hughie O'Donoghue, Crucifixion, 1995, Charcoal on canvas, 221 x 198 cm, Collection Irish Museum of Modern Art, Gift, The American Ireland Fund, 2010 ",artworks/crucifixion.jsonld
https://w3id.org/spice/imma/documentation/susanna,https://imma.ie/wp-content/uploads/2020/08/7559.jpg,"Lucian Freud, Susanna, 1996, Etching, Plate: 29.9 x 29.9 cm Sheet: 49.9 x 49.9 cm Framed: 53 x 53 cm, Collection Irish Museum of Modern Art, On Loan, Private Collection ",artworks/susanna.jsonld
https://w3id.org/spice/imma/documentation/owl,https://imma.ie/wp-content/uploads/2018/11/1792.jpg,"Edward McGuire, Owl, 1973, Oil on canvas, Framed: 108.4 x 83 cm 86.36 x 60.96 cm, Collection Irish Museum of Modern Art, Heritage Gift, P.J. Carroll &amp; Co. Ltd. Art Collection, 2005 ",artworks/owl.jsonld
https://w3id.org/spice/imma/documentation/shore-pools,https://imma.ie/wp-content/uploads/2018/11/1962.jpg,"Norah McGuinness, Shore Pools, 1965, Oil on canvas, 71.6 x 101 cm, Collection Irish Museum of Modern Art, Gordon Lambert Trust, 1992 ",artworks/shore-pools.jsonld
https://w3id.org/spice/imma/documentation/over-the-bog,https://imma.ie/wp-content/uploads/2018/11/3495.jpg,"Camille Souter, Over the Bog, 1962, Oil and aluminium on paper laid on board, 64 x 98 cm, Collection Irish Museum of Modern Art, Heritage Gift by the Bank of Ireland from the Bank of Ireland collection, 2008 ",artworks/over-the-bog.jsonld
https://w3id.org/spice/imma/documentation/recurring-line-north-south,https://imma.ie/wp-content/uploads/2021/01/708.jpg,"Donald Urquhart, Recurring Line: North/South, 2007, Snowdrop plants ( Galanthus Nivalis ), 15 x 100 x 10,000 cm, Collection Irish Museum of Modern Art, Purchase, 2005 ",artworks/recurring-line-north-south.jsonld
https://w3id.org/spice/imma/documentation/family-lay-daughter-a-bomb-victim-to-rest-in-belfast,https://imma.ie/wp-content/uploads/2018/11/5632.jpg,"Les Levine, Family lay daughter, a bomb victim, to rest in Belfast, 1979, Etched on zinc; printed in black ink on white German etching paper, 55.9 x 76.2 cm, Collection Irish Museum of Modern Art, Donated by the artist in memory of his sister June Levine, 2010 ",artworks/family-lay-daughter-a-bomb-victim-to-rest-in-belfast.jsonld
https://w3id.org/spice/imma/documentation/abbreviation,https://imma.ie/wp-content/uploads/2018/11/7187.jpg,"Caoimhe Kilfeather, Abbreviation, 2011, Lead, Collection Irish Museum of Modern Art, Purchase, 2013 ",artworks/abbreviation.jsonld
https://w3id.org/spice/imma/documentation/zandunga,https://imma.ie/wp-content/uploads/2020/02/1258.jpg,"Virginia Tentindo, Zandunga, 1981, Lithograph on paper, 56.2 x 74.8 cm, Collection Irish Museum of Modern Art, Donation, Smurfit: Cartón y Papel de México, 2000 ",artworks/zandunga.jsonld
https://w3id.org/spice/imma/documentation/entering-jerusalem-i,https://imma.ie/wp-content/uploads/2018/11/2191.jpg,"Hughie O'Donoghue, Entering Jerusalem I, 1994, Oil on canvas, 3 panels, 280 x 744 cm, Collection Irish Museum of Modern Art, Gift, The American Ireland Fund, 2010 ",artworks/entering-jerusalem-i.jsonld
https://w3id.org/spice/imma/documentation/loss-memory-spice-jars,https://imma.ie/wp-content/uploads/2018/11/3971.jpg,"Amelia Stein, Loss &amp; Memory – Spice Jars, 2002, Photograph, 25 x 25 cm, Collection Irish Museum of Modern Art, Donation, in memory of Mona and Mendel Stein, 2004 ",artworks/loss-memory-spice-jars.jsonld
https://w3id.org/spice/imma/documentation/diario-popular-twelve-days-in-march-7,https://imma.ie/wp-content/uploads/2018/11/474.jpg,"Brian Maguire, Diario Popular (Twelve Days in March), 1998, mixed media on paper, 50 x 70 cm, Collection Irish Museum of Modern Art, Heritage Gift Owen O'Brien, 2000 ",artworks/diario-popular-twelve-days-in-march-7.jsonld
https://w3id.org/spice/imma/documentation/donegal-man,https://imma.ie/wp-content/uploads/2020/08/7548.jpg,"Lucian Freud, Donegal Man, 2007, Etching, Plate: 45.1 x 37.5 cm Sheet: 66.7 x 57.8 cm Framed: 74 x 64 cm, Collection Irish Museum of Modern Art, On Loan, Private Collection ",artworks/donegal-man.jsonld
https://w3id.org/spice/imma/documentation/display-case,https://imma.ie/wp-content/uploads/2018/11/1080.jpg,"Simon R. English, Display Case, 1997, Oil on panel, 62 x 125 cm, Collection Irish Museum of Modern Art, Donated, 1998 ",artworks/display-case.jsonld
https://w3id.org/spice/imma/documentation/tree,https://imma.ie/wp-content/uploads/2021/03/5558.jpg,"Niamh McCann, Tree, 2010, Wood, walnut burl, veneer, gold-leaf, covered bronze casts, neon, Collection Irish Museum of Modern Art, Purchase, 2010 ",artworks/tree.jsonld
https://w3id.org/spice/imma/documentation/large-green-box,https://imma.ie/wp-content/uploads/2021/03/324.jpg,"Barrie Cooke, Large Green Box, 1981, Fired clay in green perspex box, 51.2 x 51.5 x 51.5 cm, Collection Irish Museum of Modern Art, Gordon Lambert Trust, 1992 ",artworks/large-green-box.jsonld
https://w3id.org/spice/imma/documentation/computer-drawing,https://imma.ie/wp-content/uploads/2018/11/5070.jpg,"Harold Cohen, Computer Drawing, 1986, Ink on paper, 56.5 x 76.5 cm Framed: 67.5 x 88 cm, Collection Irish Museum of Modern Art, Donation, Novak/O'Doherty Collection, 2015 ",artworks/computer-drawing.jsonld
https://w3id.org/spice/imma/documentation/untitled-114,https://imma.ie/wp-content/uploads/2018/11/2032.jpg,"Telegeneak, Untitled, 1967, Soapstone, 19.5 x 12.7 x 7 cm, Collection Irish Museum of Modern Art, Gordon Lambert Trust, 1992 ",artworks/untitled-114.jsonld
https://w3id.org/spice/imma/documentation/the-troubles-an-artists-document-of-ulster-37,https://imma.ie/wp-content/uploads/2018/11/5681.jpg,"Les Levine, The Troubles: an Artist’s Document of Ulster, 1972, Archival cibachrome, 27.9 x 35.6 cm, Collection Irish Museum of Modern Art, Donated by the artist in memory of his parents Muriel McMahon and Charles Levine, 2010 ",artworks/the-troubles-an-artists-document-of-ulster-37.jsonld
https://w3id.org/spice/imma/documentation/untitled-11,https://imma.ie/wp-content/uploads/2018/11/5573.jpg,"Perry Ogden, Untitled, 2009, Chromogenic print from digital file, mounted on aluminium, 106.68 x 157.48 cm, Collection Irish Museum of Modern Art, Purchase, assisted by funding from Maire and Maurice Foley, 2010 ",artworks/untitled-11.jsonld
https://w3id.org/spice/imma/documentation/connemara-portraits-from-the-series-theres-plenty-cloud-on-the-mountains-abroad,https://imma.ie/wp-content/uploads/2018/11/5574.jpg,"Perry Ogden, Connemara portraits from the series ‘There’s Plenty Cloud on the Mountains Abroad’, 1992, Silver gelatin prints, 27.3 x 20.3 cm (each), Collection Irish Museum of Modern Art, Purchase, assisted by funding from Maire and Maurice Foley, 2010 ",artworks/connemara-portraits-from-the-series-theres-plenty-cloud-on-the-mountains-abroad.jsonld
https://w3id.org/spice/imma/documentation/undulation-indian-yellow,https://imma.ie/wp-content/uploads/2018/11/1053.jpg,"Mark Francis, Undulation (Indian Yellow), 1996, Oil on canvas, 213 x 183 cm, Collection Irish Museum of Modern Art, Purchase, assisted by funding from Maire and Maurice Foley, 1996 ",artworks/undulation-indian-yellow.jsonld
https://w3id.org/spice/imma/documentation/poverty-of-vision,https://imma.ie/wp-content/uploads/2021/04/9498.jpg,"Emma Wolf-Haugh, Poverty of Vision, 2017, performance with video projection, video documentation, script, two risograph double-sided posters (unlimited edition, given to audience during performance), Duration: 39min.30 sec., Collection Irish Museum of Modern Art, Purchase, 2017, 2021 ",artworks/poverty-of-vision.jsonld
https://w3id.org/spice/imma/documentation/trinity-i,https://imma.ie/wp-content/uploads/2018/11/637.jpg,"Albert Irvin, Trinity I, 1995, Screen and block print, 117 x 149 cm, Collection Irish Museum of Modern Art, Donated by the artist, 1996 ",artworks/trinity-i.jsonld
https://w3id.org/spice/imma/documentation/personaje,https://imma.ie/wp-content/uploads/2018/11/598.jpg,"Roberto Aizemberg, Personaje, 1977, Screenprint, 74.9 x 56 cm, Collection Irish Museum of Modern Art, Donation, Smurfit: Cartón y Papel de México, 2000 ",artworks/personaje.jsonld
https://w3id.org/spice/imma/documentation/one-way-of-containing-air,https://imma.ie/wp-content/uploads/2018/11/485.jpg,"Maud Cotter, One Way of Containing Air, 1998, Corrugated cardboard, 202 x 76 x 31 cm, Collection Irish Museum of Modern Art, Purchase, 1998 ",artworks/one-way-of-containing-air.jsonld
https://w3id.org/spice/imma/documentation/untitled-47,https://imma.ie/wp-content/uploads/2019/10/1231.jpg,"Sarah Staton, Untitled, 1994, Letterpress printed from a plate in red, yellow, blue, black on white art paper, 47 x 61 cm, Collection Irish Museum of Modern Art, Loan, Weltkunst Foundation, 1994 ",artworks/untitled-47.jsonld
https://w3id.org/spice/imma/documentation/preliminary-drawing-for-body-of-thought-no-i-bt-7,https://imma.ie/wp-content/uploads/2018/11/3505.jpg,"Richard Deacon, Preliminary drawing for Body of Thought No I (BT 7), 1988, Pencil on tracing paper, 29.5 x 21 cm, Collection Irish Museum of Modern Art, Loan, Weltkunst Foundation, 1994 ",artworks/preliminary-drawing-for-body-of-thought-no-i-bt-7.jsonld
https://w3id.org/spice/imma/documentation/orla-and-john,https://imma.ie/wp-content/uploads/2020/02/735.jpg,"Gene Lambert, Orla and John, 1985, Black and white photograph, 33 x 24 cm, Collection Irish Museum of Modern Art, Purchase, 1991 ",artworks/orla-and-john.jsonld
https://w3id.org/spice/imma/documentation/slate-box-v,https://imma.ie/wp-content/uploads/2020/01/17.jpg,"Eilis O'Connell, Slate Box V, 1981, Mixed media and slate on paper, 50 x 91.2 x 6.2 cm, Collection Irish Museum of Modern Art, Gordon Lambert Trust, 1992 ",artworks/slate-box-v.jsonld
https://w3id.org/spice/imma/documentation/now-here-61,https://imma.ie/wp-content/uploads/2018/11/99.jpg,"Garrett Phelan, NOW: HERE 61, 2006, Black marker on paper, Framed: 75 x 105 cm 69 x 99 cm, Collection Irish Museum of Modern Art, Purchase, 2006 ",artworks/now-here-61.jsonld
https://w3id.org/spice/imma/documentation/the-troubles-an-artists-document-of-ulster-62,https://imma.ie/wp-content/uploads/2018/11/5706.jpg,"Les Levine, The Troubles: an Artist’s Document of Ulster, 1972, Archival cibachrome, 27.9 x 35.6 cm, Collection Irish Museum of Modern Art, Donated by the artist in memory of his parents Muriel McMahon and Charles Levine, 2010 ",artworks/the-troubles-an-artists-document-of-ulster-62.jsonld
https://w3id.org/spice/imma/documentation/the-painters-mother-reading,https://imma.ie/wp-content/uploads/2020/12/7579.jpg,"Lucian Freud, The Painter’s Mother Reading, 1975, Oil on canvas, 65.4 x 50.2 cm Framed: 78.4 x 63 x 4.5 cm, Collection Irish Museum of Modern Art, On Loan, Private Collection ",artworks/the-painters-mother-reading.jsonld
https://w3id.org/spice/imma/documentation/fruto-erotico,https://imma.ie/wp-content/uploads/2020/03/1196.jpg,"Isabel Vázquez, Fruto Erótico, 1978, Etching, 75.4 x 56.1 cm, Collection Irish Museum of Modern Art, Donation, Smurfit: Cartón y Papel de México, 2000 ",artworks/fruto-erotico.jsonld
https://w3id.org/spice/imma/documentation/screen-for-gordon-lambertcommissioned-by-gordon-lambert,https://imma.ie/wp-content/uploads/2018/11/833.jpg,"Robert Ballagh, Screen for Gordon Lambert (commissioned by Gordon Lambert), 1976, Acrylic and alkyd on 4 canvas, 165 x 165 cm, Collection Irish Museum of Modern Art, Gordon Lambert Trust, 1992 ",artworks/screen-for-gordon-lambertcommissioned-by-gordon-lambert.jsonld
https://w3id.org/spice/imma/documentation/watching-the-needleboats-at-san-sabba-pomes-penyeach,https://imma.ie/wp-content/uploads/2018/11/3964.jpg,"Sean Scully, Watching The Needleboats At San Sabba – Pomes Penyeach, 1993, Etching, 54 x 40 cm (sheet), Collection Irish Museum of Modern Art, Purchase, 2004 ",artworks/watching-the-needleboats-at-san-sabba-pomes-penyeach.jsonld
https://w3id.org/spice/imma/documentation/mucky-field,https://imma.ie/wp-content/uploads/2020/01/128.jpg,"Sean Fingleton, Mucky Field, 1989, Oil on paper, 45 x 43 cm, Collection Irish Museum of Modern Art, Purchase, 1991 ",artworks/mucky-field.jsonld
https://w3id.org/spice/imma/documentation/windward,https://imma.ie/wp-content/uploads/2020/02/7599.jpg,"Tim Robinson, Windward, 1968, Oil on canvas, 114.7 x 114.7 cmFramed: 115 x 115 x 3 cm, Collection Irish Museum of Modern Art, Collection Irish Museum of Modern Art, Gift of the Artist, 2019 ",artworks/windward.jsonld
https://w3id.org/spice/imma/documentation/celtic-self-portrait,https://imma.ie/wp-content/uploads/2018/11/1713.jpg,"Francesco Clemente, Celtic Self-Portrait, 2003, Aquatint etching, Framed: 46.5 x 70.5 cm (Sheet size) 25 x 50 cm (Image size), Collection Irish Museum of Modern Art, IMMA Editions, Donated by the artist, 2004 ",artworks/celtic-self-portrait.jsonld
https://w3id.org/spice/imma/documentation/disney-hall-from-above,https://imma.ie/wp-content/uploads/2019/10/7510.jpg,"Helen K. Garber, Disney Hall From Above, 2005, Gelatin silver print, 41 x 51 cm, Collection Irish Museum of Modern Art, Donation, David Kronn Collection, 2015 ",artworks/disney-hall-from-above.jsonld
https://w3id.org/spice/imma/documentation/young-serbs-sinisa,https://imma.ie/wp-content/uploads/2021/05/9075.jpg,"Phil Collins, young serbs (siniša), 2001, Lightjet print reverse mounted on Diasec, 74 x 92 x 3 cm, Collection Irish Museum of Modern Art, Heritage Gift, Kerlin Gallery Collection, 2018, 2018 ",artworks/young-serbs-sinisa.jsonld
https://w3id.org/spice/imma/documentation/power-cuts-imminent,https://imma.ie/wp-content/uploads/2018/11/1326.jpg,"Tim Mara, Power Cuts Imminent, 1975, Screenprint, Framed: 99.5 x 124 x 3.2 cm 77 x 97 cm, Collection Irish Museum of Modern Art, Donated by the artist's family, 1999 ",artworks/power-cuts-imminent.jsonld
https://w3id.org/spice/imma/documentation/night-paths,https://imma.ie/wp-content/uploads/2018/11/1071.jpg,"Anne Madden, Night Paths, 1988, Oil on canvas, 195.7 x 292.1 cm, Collection Irish Museum of Modern Art, Donation, Vincent &amp; Noeleen Ferguson, 1996 ",artworks/night-paths.jsonld
https://w3id.org/spice/imma/documentation/why-the-moon-travels,https://imma.ie/wp-content/uploads/2021/09/9479.jpg,"Leanne McDonagh, Why the Moon Travels, 2019, Pigment on Copper House Photo Rag, 15 x 29.7 x 21 cm, Collection Irish Museum of Modern Art, Purchase, 2020, 2020 ",artworks/why-the-moon-travels.jsonld
https://w3id.org/spice/imma/documentation/yellow-lines,https://imma.ie/wp-content/uploads/2020/03/1148.jpg,"Gwen O'Dowd, Yellow Lines, 1983, Mixed media on board, 106 x 116 cm, Collection Irish Museum of Modern Art, Donation, Maire and Maurice Foley, 2000 ",artworks/yellow-lines.jsonld
https://w3id.org/spice/imma/documentation/now-at-last-you-wear-a-human-face,https://imma.ie/wp-content/uploads/2020/01/679.jpg,"Jacinta Feeney, Now at last you wear a human face, 1984, Oil on paper, 36 x 26 cm, Collection Irish Museum of Modern Art, Permanent Loan, the Contemporary Irish art Society, 1992 ",artworks/now-at-last-you-wear-a-human-face.jsonld
https://w3id.org/spice/imma/documentation/vulture-dragon,https://imma.ie/wp-content/uploads/2018/11/6925.jpg,"Leonora Carrington, Vulture (Dragon), 2010, Bronze, ruby, 15.2 x 26 x 11 cm, Collection Irish Museum of Modern Art, Diplomatic gift of the Federal Government of Mexico, 2011 ",artworks/vulture-dragon.jsonld
https://w3id.org/spice/imma/documentation/untitled-12,https://imma.ie/wp-content/uploads/2021/03/2259.jpg,"Jack Pierson, Untitled, 2008, Colour photograph, 40.6 x 50.8 cm, Collection Irish Museum of Modern Art, IMMA Editions, Donated by the artist, 2008 ",artworks/untitled-12.jsonld
https://w3id.org/spice/imma/documentation/portrait-of-david-hendriks,https://imma.ie/wp-content/uploads/2019/10/830.jpg,"Robert Ballagh, Portrait of David Hendriks, 1972, Acrylic on canvas, 101.3 x 61 cm, Collection Irish Museum of Modern Art, Gordon Lambert Trust, 1992 ",artworks/portrait-of-david-hendriks.jsonld
https://w3id.org/spice/imma/documentation/we-dont-want-to-see-blood,https://imma.ie/wp-content/uploads/2018/11/4056.jpg,"Camille Souter, We Don’t Want to See Blood, 2009, Giclée print on Somerset Velvet with title hand-inked by artist, 46.3 x 29.9 cm, Collection Irish Museum of Modern Art, IMMA Editions, Donated by the artist, 2009 ",artworks/we-dont-want-to-see-blood.jsonld
https://w3id.org/spice/imma/documentation/rasee-l-h-o-o-q,https://imma.ie/wp-content/uploads/2020/03/5074.jpg,"Marcel Duchamp, Rasée L.H.O.O.Q., 1965, Photographic reproduction on invitation card, 13.7 x 20.8 cm Framed: 43.6 x 36.5 cm, Collection Irish Museum of Modern Art, The Novak/O'Doherty Collection at IMMA Gift, The American Ireland Fund, 2014 ",artworks/rasee-l-h-o-o-q.jsonld
https://w3id.org/spice/imma/documentation/reflex-seris-no-1,https://imma.ie/wp-content/uploads/2019/10/1076.jpg,"Micky Donnelly, Reflex Seris No. 1, 1997, Mixed media on canvas, 183 x 183 cm, Collection Irish Museum of Modern Art, Purchase, 1998 ",artworks/reflex-seris-no-1.jsonld
https://w3id.org/spice/imma/documentation/untitled-no-4,https://imma.ie/wp-content/uploads/2020/03/947.jpg,"Anish Kapoor, Untitled (No.4), 1988, Colour aquatint etching, 58.4 x 45.7 cm, Collection Irish Museum of Modern Art, Loan, Weltkunst Foundation, 1994 ",artworks/untitled-no-4.jsonld
https://w3id.org/spice/imma/documentation/vostok,https://imma.ie/wp-content/uploads/2021/09/9533.jpg,"Eoin McHugh, Vostok, 2016, Oil on canvas, 37 x 47 cm, Collection Irish Museum of Modern Art, Purchase, 2021, 2021 ",artworks/vostok.jsonld
https://w3id.org/spice/imma/documentation/intertidal-note,https://imma.ie/wp-content/uploads/2018/11/284.jpg,"Felim Egan, Intertidal Note, 1995, Mixed media on panel, oil, sand and wax, 85 x 85 cm, Collection Irish Museum of Modern Art, Donated by the artist, 1996 ",artworks/intertidal-note.jsonld
https://w3id.org/spice/imma/documentation/replica,https://imma.ie/wp-content/uploads/2018/11/675.jpg,"Gerardo Suter, Replica, 2005, Video, Duration: 8 min, Collection Irish Museum of Modern Art, Donation, The Vergel Foundation; Cuernavaca, Mexico, 2006 ",artworks/replica.jsonld
https://w3id.org/spice/imma/documentation/the-troubles-an-artists-document-of-ulster-63,https://imma.ie/wp-content/uploads/2018/11/5707.jpg,"Les Levine, The Troubles: an Artist’s Document of Ulster, 1972, Archival cibachrome, 27.9 x 35.6 cm, Collection Irish Museum of Modern Art, Donated by the artist in memory of his parents Muriel McMahon and Charles Levine, 2010 ",artworks/the-troubles-an-artists-document-of-ulster-63.jsonld
https://w3id.org/spice/imma/documentation/fourteen-points-of-entry,https://imma.ie/wp-content/uploads/2018/11/677.jpg,"Samuel Walsh, Fourteen Points of Entry, 1990, Acrylic and oil on paper, 76 x 56 cm, Collection Irish Museum of Modern Art, Purchase, 1991 ",artworks/fourteen-points-of-entry.jsonld
https://w3id.org/spice/imma/documentation/aftermath-of-bomb-in-hope-court-belfast,https://imma.ie/wp-content/uploads/2018/11/5631.jpg,"Les Levine, Aftermath of bomb in Hope Court, Belfast, 1979, Etched on zinc; printed in black ink on white German etching paper, 55.9 x 76.2 cm, Collection Irish Museum of Modern Art, Donated by the artist in memory of his sister June Levine, 2010 ",artworks/aftermath-of-bomb-in-hope-court-belfast.jsonld
https://w3id.org/spice/imma/documentation/picture-window,https://imma.ie/wp-content/uploads/2021/09/880.jpg,"Tim Mara, Picture Window, 1980, Multicolour screenprint, 76.3 x 107.3 cm, Collection Irish Museum of Modern Art, Gordon Lambert Trust, 1992 ",artworks/picture-window.jsonld
https://w3id.org/spice/imma/documentation/the-weather-i,https://imma.ie/wp-content/uploads/2020/02/989.jpg,"Mary Farl Powers, The Weather I, 1972, Lithograph on paper, 37 x 48.5 cm, Collection Irish Museum of Modern Art, Donation, Powers Family, 2009 ",artworks/the-weather-i.jsonld
https://w3id.org/spice/imma/documentation/espresso-mundo,https://imma.ie/wp-content/uploads/2021/03/484-scaled.jpg,"Ronnie Hughes, Espresso Mundo, 1996, Co-polymer on Canvas, 198 x 335 cm, Collection Irish Museum of Modern Art, Purchase, 1997 ",artworks/espresso-mundo.jsonld
https://w3id.org/spice/imma/documentation/alegoria-de-la-rosa,https://imma.ie/wp-content/uploads/2020/03/1246.jpg,"Carla Rippey, Alegoría de la Rosa, 1996, Etching, 73.7 x 53.9 cm, Collection Irish Museum of Modern Art, Donation, Smurfit: Cartón y Papel de México, 2000 ",artworks/alegoria-de-la-rosa.jsonld
https://w3id.org/spice/imma/documentation/burning-mountains,https://imma.ie/wp-content/uploads/2018/11/6112.jpg,"Patrick Hall, Burning Mountains, 1993, Lithograph, Framed: 97 x 75.5 cm, Collection Irish Museum of Modern Art, Donation, Graphic Studio Dublin, 2011 ",artworks/burning-mountains.jsonld
https://w3id.org/spice/imma/documentation/ghost-ship,https://imma.ie/wp-content/uploads/2018/11/1631.jpg,"Dorothy Cross, Ghost Ship, 1999, Two light ship models, phosphorescent paint, ultraviolet lights, video, Duration: 10 min loop, Collection Irish Museum of Modern Art, Purchase, 2003 ",artworks/ghost-ship.jsonld
https://w3id.org/spice/imma/documentation/yagul-light-of-the-leaves-13,https://imma.ie/wp-content/uploads/2018/11/766.jpg,"Jan Hendrix, Yagul – Light of the Leaves, 1999, Screenprint, 37.1 x 25.4 cm, Collection Irish Museum of Modern Art, Purchase, 1999 ",artworks/yagul-light-of-the-leaves-13.jsonld
https://w3id.org/spice/imma/documentation/dublin-2,https://imma.ie/wp-content/uploads/2018/11/4017.jpg,"Terry Winters, Dublin 2, 2009, Photopolymer intaglio in two colours on kitikata paper, Framed: 43 x 53.5 cm (Sheet size) 35.5 x 42 cm (plate size), Collection Irish Museum of Modern Art, IMMA Editions, Donated by the artist, 2009 ",artworks/dublin-2.jsonld
https://w3id.org/spice/imma/documentation/present-rainbow,https://imma.ie/wp-content/uploads/2018/11/817.jpg,"Patrick Hughes, “Present” Rainbow, 1978, Gloss paint on hardboard, collage, 45.8 x 61.3 x 5 cm, Collection Irish Museum of Modern Art, Gordon Lambert Trust, 1992 ",artworks/present-rainbow.jsonld
